NO,Name,N1,N2,N3,N4,N5,N6,N7,N8
349,불고기(슈퍼시드 함유 도우L)도미노피자,312,0,18,0,545,6,0,9
350,불고기(슈퍼시드 함유 도우M)도미노피자,301,0,15,0,400,8,0,4
351,불고기 더블치즈엣지(오리지널 L)도미노피자,342,0,16,0,458,8,0,5
352,불고기 더블치즈엣지(오리지널 M)도미노피자,350,0,18,0,490,5,0,7
353,블랙앵거스 스테이크(오리지널 L)도미노피자,405,0,21,0,571,6,0,8
354,블랙앵거스 스테이크(오리지널 M)도미노피자,307,0,14,0,471,7,0,5
355,블랙앵거스 스테이크(나폴리L)도미노피자,383,0,17,0,612,10,0,7
356,블랙앵거스 스테이크(나폴리M)도미노피자,248,0,12,0,440,7,0,6
357,블랙앵거스 스테이크(씬 L)도미노피자,296,0,14,0,555,8,0,7
358,블랙앵거스 스테이크(씬 M)도미노피자,459,0,20,0,736,11,0,12
359,블랙앵거스 스테이크(슈퍼시드 함유 도우L)도미노피자,266,0,12,0,413,7,0,7
360,블랙앵거스 스테이크(슈퍼시드 함유 도우M)도미노피자,301,0,14,0,487,9,0,5
361,블랙앵거스 스테이크 더블치즈엣지(오리지널 L)도미노피자,369,0,17,0,611,13,0,6
362,블랙앵거스 스테이크 더블치즈엣지(오리지널 M)도미노피자,388,0,19,0,743,8,0,9
363,블랙타이거 슈림프(오리지널 L)도미노피자,488,0,23,0,954,11,0,12
364,블랙타이거 슈림프(오리지널 M)도미노피자,288,0,13,0,568,8,0,4
365,블랙타이거 슈림프(나폴리M)도미노피자,453,0,20,0,863,14,0,6
366,블랙타이거 슈림프(나폴리L)도미노피자,358,0,18,0,819,13,0,6
367,블랙타이거 슈림프(씬 M)도미노피자,431,0,20,0,956,16,0,7
368,블랙타이거 슈림프(씬 L)도미노피자,308,0,14,0,674,12,0,8
369,블랙타이거 슈림프(슈퍼시드 함유 도우L)도미노피자,403,0,18,0,821,16,0,9
370,블랙타이거 슈림프 더블치즈엣지(오리지널 L)도미노피자,290,0,13,0,517,10,0,4
371,블랙타이거슈림프(슈퍼시드 함유 도우M)도미노피자,363,0,18,0,770,9,0,7
372,블랙타이거슈림프 더블치즈엣지(오리지널 M)도미노피자,468,0,21,0,884,18,0,8
373,슈퍼디럭스(오리지널 L)도미노피자,625,0,32,0,1362,15,0,14
374,슈퍼디럭스(오리지널 M)도미노피자,307,0,17,0,439,3,0,5
375,슈퍼디럭스(나폴리L)도미노피자,386,0,19,0,481,4,0,7
376,슈퍼디럭스(나폴리M)도미노피자,251,0,12,0,358,3,0,5
377,슈퍼디럭스(씬 L)도미노피자,282,0,15,0,408,3,0,6
378,슈퍼디럭스(씬 M)도미노피자,450,0,24,0,692,4,0,12
379,슈퍼디럭스(슈퍼시드 함유 도우L)도미노피자,393,0,20,0,542,4,0,10
380,슈퍼디럭스(슈퍼시드 함유 도우M)도미노피자,332,0,14,0,533,3,0,5
381,슈퍼디럭스 더블치즈엣지(오리지널 L)도미노피자,373,0,16,0,629,5,0,6
382,슈퍼디럭스 더블치즈엣지(오리지널 M)도미노피자,359,0,19,0,587,3,0,8
383,슈퍼슈프림(오리지널 L)도미노피자,452,0,24,0,669,3,0,10
384,슈퍼슈프림(오리지널 M)도미노피자,321,0,17,0,462,5,0,5
385,슈퍼슈프림(나폴리L)도미노피자,366,0,20,0,461,5,0,6
386,슈퍼슈프림(나폴리M)도미노피자,246,0,14,0,392,4,0,5
387,슈퍼슈프림(씬 L)도미노피자,291,0,16,0,494,5,0,6
388,슈퍼슈프림(씬 M)도미노피자,236,0,13,0,353,4,0,6
389,슈퍼슈프림(슈퍼시드 함유 도우L)도미노피자,251,0,15,0,376,5,0,7
390,슈퍼슈프림(슈퍼시드 함유 도우M)도미노피자,335,0,15,0,579,8,0,6
391,슈퍼슈프림 더블치즈엣지(오리지널 L)도미노피자,385,0,19,0,628,9,0,6
392,슈퍼슈프림 더블치즈엣지(오리지널 M)도미노피자,374,0,21,0,518,5,0,7
393,와규 앤 비스테카(오리지널 L)도미노피자,433,0,24,0,587,5,0,9
394,와규 앤 비스테카(오리지널 M)도미노피자,305,0,14,0,374,8,0,5
395,와규 앤 비스테카(나폴리L)도미노피자,377,0,16,0,387,7,0,6
396,와규 앤 비스테카(나폴리M)도미노피자,247,0,16,0,310,7,0,5
397,와규 앤 비스테카(씬 L)도미노피자,306,0,18,0,379,7,0,6
398,와규 앤 비스테카(씬 M)도미노피자,477,0,23,0,602,15,0,12
399,와규 앤 비스테카(슈퍼시드 함유 도우L)도미노피자,262,0,12,0,307,7,0,7
400,와규 앤 비스테카(슈퍼시드 함유 도우M)도미노피자,306,0,13,0,363,8,0,6
401,와규 앤 비스테카 더블치즈엣지(오리지널 L)도미노피자,354,0,16,0,399,9,0,6
402,와규 앤 비스테카 더블치즈엣지(오리지널 M)도미노피자,388,0,19,0,712,8,0,7
403,우리 고구마(오리지널 L)도미노피자,484,0,25,0,934,9,0,10
404,우리 고구마(오리지널 M)도미노피자,321,0,13,0,441,9,0,6
405,우리 고구마(나폴리L)도미노피자,372,0,15,0,552,14,0,6
406,우리 고구마(나폴리M)도미노피자,273,0,11,0,406,9,0,6
407,우리 고구마(씬 L)도미노피자,311,0,12,0,475,12,0,7
408,우리 고구마(씬 M)도미노피자,482,0,19,0,682,17,0,13
409,우리 고구마(슈퍼시드 함유 도우L)도미노피자,277,0,10,0,389,13,0,7
410,우리 고구마(슈퍼시드 함유 도우M)도미노피자,338,0,13,0,494,10,0,6
411,우리 고구마 더블치즈엣지(오리지널 L)도미노피자,399,0,15,0,529,17,0,7
412,우리 고구마 더블치즈엣지(오리지널 M)도미노피자,399,0,18,0,696,9,0,8
413,직화 스테이크(오리지널 L)도미노피자,482,0,22,0,829,14,0,11
414,직화 스테이크(오리지널 M)도미노피자,304,0,14,0,587,5,0,5
415,직화 스테이크(나폴리L)도미노피자,370,0,20,0,752,6,0,6
416,직화 스테이크(나폴리M)도미노피자,240,0,12,0,497,4,0,4
417,직화 스테이크(씬 L)도미노피자,314,0,16,0,668,6,0,6
418,직화 스테이크(씬 M)도미노피자,444,0,20,0,886,6,0,10
419,직화 스테이크(슈퍼시드 함유 도우L)도미노피자,308,0,14,0,552,4,0,8
420,직화 스테이크(슈퍼시드 함유 도우M)도미노피자,308,0,14,0,568,6,0,5
421,직화 스테이크 더블치즈엣지(오리지널 M)도미노피자,406,0,18,0,756,8,0,8
422,직화 스테이크 더블치즈엣지(오리지널 L)도미노피자,480,0,24,0,1006,6,0,10
423,치즈(오리지널 L)도미노피자,364,0,20,0,815,5,0,7
424,치즈(오리지널 M)도미노피자,466,0,24,0,638,7,0,6
425,치즈(나폴리L)도미노피자,285,0,15,0,403,5,0,4
426,치즈(나폴리M)도미노피자,352,0,19,0,574,6,0,7
427,치즈(씬 L)도미노피자,305,0,18,0,460,5,0,6
428,치즈(씬 M)도미노피자,314,0,17,0,423,5,0,9
429,치즈(슈퍼시드 함유 도우L)도미노피자,374,0,20,0,572,5,0,11
430,치즈(슈퍼시드 함유 도우M)도미노피자,491,0,24,0,626,11,0,7
431,치즈 더블치즈엣지(오리지널 L)도미노피자,292,0,14,0,345,7,0,4
432,치즈가든(오리지널 L)도미노피자,601,0,29,0,905,9,0,12
433,치즈가든(오리지널 M)도미노피자,250,0,10,0,353,5,0,3
434,치즈가든(나폴리L)도미노피자,287,0,14,0,412,6,0,4
435,치즈가든(나폴리M)도미노피자,363,0,16,0,591,7,0,5
436,치즈가든(씬 L)도미노피자,209,0,9,0,338,3,0,3
437,치즈가든(씬 M)도미노피자,303,0,12,0,432,6,0,7
438,치즈가든(슈퍼시드 함유 도우L)도미노피자,249,0,10,0,375,6,0,6
439,치즈가든(슈퍼시드 함유 도우M)도미노피자,245,0,11,0,372,5,0,3
440,치즈가든 더블치즈엣지(오리지널 L)도미노피자,296,0,11,0,433,6,0,3
441,치즈가든 더블치즈엣지(오리지널 M)도미노피자,316,0,15,0,536,4,0,5
442,치즈피자 더블치즈엣지(오리지널 M)도미노피자,380,0,19,0,681,5,0,7
443,페퍼로니(오리지널 L)도미노피자,397,0,20,0,539,5,0,8
444,페퍼로니(오리지널 M)도미노피자,271,0,14,0,401,4,0,5
445,페퍼로니(나폴리L)도미노피자,327,0,16,0,445,4,0,6
446,페퍼로니(나폴리M)도미노피자,426,0,24,0,680,5,0,9
447,페퍼로니(씬 L)도미노피자,384,0,20,0,558,4,0,8
448,페퍼로니(씬 M)도미노피자,386,0,22,0,567,4,0,11
449,페퍼로니(슈퍼시드 함유 도우L)도미노피자,336,0,18,0,503,4,0,10
450,페퍼로니(슈퍼시드 함유 도우M)도미노피자,283,0,14,0,348,4,0,4
451,페퍼로니 더블치즈엣지(오리지널 L)도미노피자,341,0,16,0,445,6,0,6
452,페퍼로니 더블치즈엣지(오리지널 M)도미노피자,341,0,16,0,480,4,0,7
453,포테이토(오리지널 L)도미노피자,403,0,20,0,576,4,0,9
454,포테이토(오리지널 M)도미노피자,322,0,15,0,380,4,0,4
455,포테이토(나폴리L)도미노피자,352,0,16,0,380,4,0,5
456,포테이토(나폴리M)도미노피자,260,0,15,0,332,3,0,4
457,포테이토(씬 L)도미노피자,292,0,16,0,338,3,0,5
458,포테이토(씬 M)도미노피자,224,0,12,0,298,3,0,5
459,포테이토(슈퍼시드 함유 도우L)도미노피자,243,0,12,0,296,3,0,5
460,포테이토(슈퍼시드 함유 도우M)도미노피자,317,0,15,0,349,5,0,4
461,포테이토 더블치즈엣지(오리지널 L)도미노피자,350,0,16,0,377,5,0,4
462,포테이토 더블치즈엣지(오리지널 M)도미노피자,362,0,18,0,459,3,0,6
463,핫치킨(오리지널 L)도미노피자,422,0,21,0,495,4,0,8
464,핫치킨(오리지널 M)도미노피자,287,0,13,0,601,9,0,3
465,핫치킨(나폴리L)도미노피자,346,0,15,0,684,13,0,3
466,핫치킨(나폴리M)도미노피자,466,0,22,0,1066,15,0,7
467,핫치킨(씬 L)도미노피자,274,0,14,0,588,8,0,4
468,핫치킨(씬 M)도미노피자,410,0,20,0,942,18,0,7
469,핫치킨(슈퍼시드 함유 도우L)도미노피자,323,0,15,0,736,14,0,6
470,핫치킨(슈퍼시드 함유 도우M)도미노피자,297,0,13,0,563,10,0,3
471,핫치킨 더블치즈엣지(오리지널 L)도미노피자,361,0,16,0,632,10,0,3
472,핫치킨 더블치즈엣지(오리지널 M)도미노피자,356,0,18,0,757,8,0,6
473,먹물 오징어링도미노피자,441,0,22,0,873,9,0,7
474,슈퍼곡물 치킨(10조각)도미노피자,650,0,17,0,721,1,0,2
475,옥수수 버터구이(6개)도미노피자,481,0,36,0,1025,4,0,4
476,치킨퐁듀 그라탕도미노피자,370,0,36,0,542,20,0,6
477,퀴노아 치킨 샐러드도미노피자,827,0,32,0,1965,14,0,11
478,트러플 리조또도미노피자,121,0,8,0,153,10,0,0
479,포테이토 순살치킨(3조각)도미노피자,650,0,17,0,1123,8,0,26
480,프레시 코울슬로도미노피자,729,0,42,0,1199,12,0,5
481,프레시 콘샐러드도미노피자,133,0,1,0,158,9,0,4
482,프렌치 라따뚜이도미노피자,135,0,2,0,315,11,0,4
483,하프&하프 스파게티 (NEW 치즈 & 화이트 크림)도미노피자,382,0,20,0,1237,16,0,7
484,화이트 크림 스파게티도미노피자,705,0,28,0,1347,11,0,18
485,NEW 치즈 볼로네즈 스파게티도미노피자,851,0,29,0,1258,9,0,29
486,티본스테이크&쉬림프(클래식)M피자헛,433,0,22,0,740,13,0,7
487,티본스테이크&쉬림프(클래식)L피자헛,226,0,11,0,380,7,0,3.7
488,티본스테이크&쉬림프(크런치)M피자헛,292,0,13,0,480,7,0,4.3
489,티본스테이크&쉬림프(크런치)L피자헛,292,0,13,0,460,7,0,4.3
490,티본스테이크&쉬림프(리치골드)M피자헛,286,0,14,0,480,7,0,6
491,티본스테이크&쉬림프(리치골드)L피자헛,274,0,13,0,460,7,0,5
492,티본스테이크&쉬림프(치즈크러스트)M피자헛,260,0,14,0,460,5,0,5
493,티본스테이크&쉬림프(치즈크러스트)L피자헛,254,0,13,0,430,5,0,4.6
494,더블치즈 티본스테이크(클래식)M피자헛,466,0,23,0,900,17,0,7
495,더블치즈 티본스테이크(클래식)L피자헛,471,0,22,0,880,19,0,7
496,더블치즈 티본스테이크(크런치)M피자헛,284,0,13,0,490,8,0,4.2
497,더블치즈 티본스테이크(크런치)L피자헛,285,0,13,0,480,8,0,4
498,더블치즈 티본스테이크(리치골드)M피자헛,282,0,14,0,520,8,0,6
499,더블치즈 티본스테이크(리치골드)L피자헛,267,0,13,0,480,8,0,5
500,더블치즈 티본스테이크(치즈크러스트)M피자헛,257,0,14,0,500,6,0,5
501,더블치즈 티본스테이크(치즈크러스트)L피자헛,248,0,13,0,460,6,0,4.4
502,쉬림프올인(클래식)M피자헛,392,0,23,0,650,6,0,4.5
503,쉬림프올인(클래식)L피자헛,207,0,12,0,330,3,0,2.4
504,쉬림프올인(크런치)M피자헛,274,0,12,0,430,5,0,3.7
505,쉬림프올인(크런치)L피자헛,290,0,13,0,450,5,0,4
506,쉬림프올인(리치골드)M피자헛,274,0,14,0,440,5,0,5
507,쉬림프올인(리치골드)L피자헛,270,0,13,0,420,5,0,4.7
508,쉬림프올인(치즈크러스트)M피자헛,247,0,13,0,400,3,0,4.1
509,쉬림프올인(치즈크러스트)L피자헛,249,0,13,0,400,3,0,3.9
510,갈릭버터쉬림프(클래식)M피자헛,440,0,21,0,640,9,0,7
511,갈릭버터쉬림프(클래식)L피자헛,233,0,11,0,340,5,0,3.9
512,갈릭버터쉬림프(크런치)M피자헛,294,0,13,0,450,6,0,5
513,갈릭버터쉬림프(크런치)L피자헛,312,0,14,0,480,6,0,6
514,갈릭버터쉬림프(리치골드)M피자헛,294,0,15,0,470,7,0,6
515,갈릭버터쉬림프(리치골드)L피자헛,293,0,15,0,460,6,0,6
516,갈릭버터쉬림프(치즈크러스트)M피자헛,266,0,14,0,420,4,0,6
517,갈릭버터쉬림프(치즈크러스트)L피자헛,271,0,14,0,420,4,0,5
518,토핑킹(크런치)M피자헛,297,0,13,0,510,6,0,4.6
519,토핑킹(크런치)L피자헛,310,0,14,0,530,6,0,5
520,토핑킹(리치골드)M피자헛,297,0,16,0,530,7,0,6
521,토핑킹(리치골드)L피자헛,291,0,15,0,510,6,0,6
522,토핑킹(치즈크러스트)M피자헛,270,0,14,0,480,4,0,5
523,토핑킹(치즈크러스트)L피자헛,269,0,14,0,460,4,0,4.7
524,치즈킹(크런치)M피자헛,322,0,15,0,520,5,0,7
525,치즈킹(크런치)L피자헛,331,0,15,0,530,5,0,7
526,치즈킹(리치골드)M피자헛,322,0,17,0,540,5,0,9
527,치즈킹(리치골드)L피자헛,311,0,17,0,520,5,0,8
528,치즈킹(치즈크러스트)M피자헛,295,0,16,0,490,3,0,8
529,치즈킹(치즈크러스트)L피자헛,290,0,16,0,470,3,0,8
530,큐브스테이크(크런치)M피자헛,304,0,12,0,510,6,0,5
531,큐브스테이크(크런치)L피자헛,321,0,13,0,550,7,0,6
532,큐브스테이크(리치골드)M피자헛,304,0,15,0,540,7,0,7
533,큐브스테이크(리치골드)L피자헛,301,0,14,0,540,7,0,6
534,큐브스테이크(치즈크러스트)M피자헛,276,0,14,0,490,4,0,6
535,큐브스테이크(치즈크러스트)L피자헛,280,0,13,0,490,5,0,6
536,갈릭마블 스테이크(크런치)M피자헛,284,0,12,0,464,5,0,4.6
537,갈릭마블 스테이크(크런치)L피자헛,300,0,13,0,479,5,0,4.9
538,갈릭마블 스테이크(리치골드)M피자헛,284,0,13,0,498,6,0,6
539,갈릭마블 스테이크(리치골드)L피자헛,300,0,14,0,480,5,0,6
540,갈릭마블 스테이크(치즈크러스트)M피자헛,257,0,13,0,471,3,0,4.9
541,갈릭마블 스테이크(치즈크러스트)L피자헛,259,0,13,0,457,3,0,4.7
542,쉬림프&스테이크 올인(크런치)M피자헛,278,0,12,0,0,5,0,4.1
543,쉬림프&스테이크 올인(크런치)L피자헛,294,0,13,0,0,5,0,4.4
544,쉬림프&스테이크 올인(리치골드)M피자헛,292,0,14,0,0,5,0,6
545,쉬림프&스테이크 올인(리치골드)L피자헛,290,0,14,0,0,5,0,6
546,쉬림프&스테이크 올인(치즈크러스트)M피자헛,250,0,13,0,0,3,0,4.4
547,쉬림프&스테이크 올인(치즈크러스트)L피자헛,253,0,13,0,0,3,0,4.2
548,직화불고기(크런치)M피자헛,296,0,13,0,430,5,0,5
549,직화불고기(크런치)L피자헛,308,0,13,0,450,5,0,6
550,직화불고기(리치골드)M피자헛,296,0,15,0,450,6,0,7
551,직화불고기(리치골드)L피자헛,289,0,14,0,430,5,0,6
552,직화불고기(치즈크러스트)M피자헛,536,0,28,0,800,6,0,12
553,직화불고기(치즈크러스트)L피자헛,535,0,26,0,770,6,0,11
554,수퍼슈프림(크런치)M피자헛,285,0,12,0,423,4,0,4.5
555,수퍼슈프림(크런치)L피자헛,309,0,13,0,462,5,0,5
556,수퍼슈프림(리치골드)M피자헛,283,0,14,0,458,5,0,6
557,수퍼슈프림(리치골드)L피자헛,289,0,15,0,463,5,0,6
558,수퍼슈프림(치즈크러스트)M피자헛,256,0,13,0,407,2,0,4.8
559,수퍼슈프림(치즈크러스트)L피자헛,267,0,14,0,406,3,0,4.9
560,베이컨포테이토(크런치)M피자헛,313,0,12,0,460,5,0,4.5
561,베이컨포테이토(크런치)L피자헛,333,0,13,0,487,5,0,5
562,베이컨포테이토(리치골드)M피자헛,311,0,14,0,495,5,0,6
563,베이컨포테이토(리치골드)L피자헛,313,0,14,0,482,5,0,6
564,베이컨포테이토(치즈크러스트)M피자헛,284,0,13,0,469,3,0,4.8
565,베이컨포테이토(치즈크러스트)L피자헛,291,0,13,0,465,3,0,4.9
566,직화불고기L피자헛,445,0,21,0,507,6,0,7
567,페페로니M피자헛,339,0,15,0,460,4,0,4.4
568,페페로니L피자헛,404,0,18,0,551,4,0,5
569,수퍼슈프림L피자헛,445,0,22,0,549,5,0,6
570,치즈M피자헛,346,0,17,0,420,4,0,7
571,치즈L피자헛,411,0,20,0,500,4,0,8
572,콘샐러드피자헛,100,0,2,0,272,7,0,1
573,코울슬로피자헛,87,0,1,0,204,10,0,1
574,크림치킨파스타피자헛,633,0,24,0,1250,7,0,12
575,상하이쉬림프파스타피자헛,498,0,22,0,1630,19,0,5
576,팝콘치킨피자헛,416,0,21,0,420,2,0,6
577,치즈볼피자헛,413,0,21,0,420,5,0,7
578,오리지날 윙 4조각피자헛,270,0,27,0,650,3,0,4
579,오리지날 윙 8조각피자헛,540,0,54,0,1310,4,0,9
580,스파이시윙 4조각피자헛,373,0,28,0,950,20,0,4
581,스파이시윙 8조각피자헛,643,0,55,0,1600,23,0,9
582,치킨텐더 4조각피자헛,283,0,20,0,750,1,0,3
583,치킨텐더 8조각피자헛,567,0,39,0,1500,1,0,6
584,리치치즈파스타피자헛,690,0,24,0,930,0,0,11
585,그뤼에르 퐁듀소스피자헛,106,0,3,0,250,0,0,1
586,치즈크러스트 디핑소스피자헛,60,0,0,0,58,0,0,1
587,핫소스피자헛,1,0,0,0,12,0,0,0
588,바른생피클 L피자헛,50,0,0,0,5,9,0,0
589,바른생피클 M피자헛,55,0,0,0,5,11,0,0
590,갓치킨L(바삭한 크런치)피자헛,410,0,17,0,600,6,0,9
591,갓치킨L(쫄깃한 클래식)피자헛,381,0,20,0,583,5,0,10.5
592,순삭포테이토L(바삭한 크런치)피자헛,496,0,15,0,560,3,0,10
593,순삭포테이토L(쫄깃한 클래식)피자헛,353,0,17,0,626,5,0,7.5
594,케미콤보(쫄깃한 클래식)피자헛,371,0,17,0,552,8,0,6.7
595,케미콤보(바삭한 크런치)피자헛,306,0,16,0,520,6,0,8
596,폭폭치즈L(쫄깃한 클래식)피자헛,413,0,21,0,645,6,0,9.2
597,폭폭치즈L(바삭한 크런치)피자헛,372,0,18,0,532,5,0,13
598,얌얌페페로니L(쫄깃한 클래식)피자헛,343,0,16,0,631,5,0,6.9
599,얌얌페페로니L(바삭한 크런치)피자헛,343,0,15,0,488,4,0,8
600,씨푸드아일랜드 노엣지 R미스터피자,265,0,14,0,550,5,0,4
601,씨푸드아일랜드 해쉬브라운R미스터피자,311,0,15,0,598,6,0,5
602,씨푸드아일랜드 골드R미스터피자,300,0,15,0,601,6,0,6
603,씨푸드아일랜드 크림치즈R미스터피자,309,0,14,0,587,7,0,6
604,씨푸드아일랜드 에그타르트R미스터피자,306,0,14,0,557,8,0,6
605,씨푸드아일랜드 치즈캡 R미스터피자,297,0,16,0,630,5,0,6
606,씨푸드아일랜드 노엣지 L미스터피자,341,0,16,0,670,6,0,5
607,씨푸드아일랜드 해쉬브라운 L미스터피자,396,0,17,0,729,7,0,6
608,씨푸드아일랜드 골드L미스터피자,383,0,18,0,734,7,0,7
609,씨푸드아일랜드 크림치즈 L미스터피자,394,0,17,0,715,8,0,7
610,씨푸드아일랜드 에그타르트 L미스터피자,390,0,17,0,679,9,0,7
611,씨푸드아일랜드 치즈캡 L미스터피자,374,0,19,0,753,6,0,6
612,제주흑도새기 노엣지 R미스터피자,454,0,34,0,792,12,0,9
613,제주흑도새기 해쉬브라운R미스터피자,273,0,18,0,444,7,0,6
614,제주흑도새기 골드R미스터피자,262,0,19,0,447,7,0,6
615,제주흑도새기 크림치즈R미스터피자,271,0,18,0,433,8,0,7
616,제주흑도새기 에그타르트R미스터피자,268,0,18,0,403,9,0,6
617,제주흑도새기 치즈캡 R미스터피자,259,0,20,0,476,6,0,6
618,제주흑도새기 노엣지 L미스터피자,296,0,18,0,464,6,0,7
619,제주흑도새기 해쉬브라운 L미스터피자,352,0,19,0,524,7,0,8
620,제주흑도새기 골드L미스터피자,339,0,20,0,528,7,0,8
621,제주흑도새기 크림치즈 L미스터피자,350,0,19,0,509,8,0,9
622,제주흑도새기 에그타르트 L미스터피자,346,0,18,0,473,10,0,9
623,제주흑도새기 치즈캡 L미스터피자,329,0,21,0,547,6,0,8
624,치즈블라썸 스테이크 노엣지 R미스터피자,510,0,31,0,844,6,0,11
625,치즈블라썸 스테이크 해쉬브라운R미스터피자,301,0,17,0,470,4,0,7
626,치즈블라썸 스테이크 골드R미스터피자,289,0,17,0,473,4,0,7
627,치즈블라썸 스테이크 크림치즈R미스터피자,299,0,17,0,459,5,0,7
628,치즈블라썸 스테이크 에그타르트R미스터피자,296,0,16,0,429,6,0,7
629,치즈블라썸 스테이크 치즈캡 R미스터피자,262,0,16,0,548,3,0,7
630,치즈블라썸 스테이크 노엣지 L미스터피자,321,0,18,0,558,4,0,7
631,치즈블라썸 스테이크 해쉬브라운 L미스터피자,377,0,19,0,617,6,0,8
632,치즈블라썸 스테이크 골드L미스터피자,364,0,20,0,621,6,0,9
633,치즈블라썸 스테이크 크림치즈 L미스터피자,375,0,19,0,603,7,0,9
634,치즈블라썸 스테이크 에그타르트 L미스터피자,371,0,18,0,567,8,0,9
635,치즈블라썸 스테이크 치즈캡 L미스터피자,354,0,21,0,640,4,0,8
636,새우천왕 노엣지(오리진)R미스터피자,435,0,22,0,742,10,0,7
637,새우천왕 치즈캡R미스터피자,499,0,27,0,903,10,0,10
638,새우천왕 해쉬브라운R미스터피자,233,0,12,0,419,6,0,5
639,새우천왕 에그타르트R미스터피자,231,0,11,0,378,8,0,5
640,새우천왕 골드R미스터피자,231,0,12,0,422,6,0,5
641,새우천왕 크림치즈R미스터피자,234,0,12,0,408,7,0,6
642,새우천왕 노엣지(오리진)L미스터피자,278,0,14,0,452,6,0,4
643,새우천왕 치즈캡L미스터피자,311,0,16,0,535,6,0,6
644,새우천왕 해쉬브라운L미스터피자,334,0,15,0,511,8,0,6
645,새우천왕 에그타르트L미스터피자,327,0,14,0,461,10,0,6
646,새우천왕 골드L미스터피자,320,0,15,0,516,8,0,6
647,새우천왕 크림치즈L미스터피자,332,0,15,0,497,9,0,7
648,치우천왕 오리진R미스터피자,450,0,22,0,718,10,0,8
649,치우천왕 치즈캡R미스터피자,454,0,29,0,885,7,0,8
650,치우천왕 해쉬브라운R미스터피자,481,0,25,0,821,10,0,8
651,치우천왕 에그타르트R미스터피자,472,0,24,0,739,13,0,9
652,치우천왕 골드R미스터피자,459,0,26,0,827,10,0,8
653,치우천왕 크림치즈R미스터피자,477,0,25,0,798,11,0,9
654,치우천왕 노엣지L미스터피자,265,0,14,0,554,5,0,4
655,치우천왕 치즈캡L미스터피자,298,0,17,0,637,5,0,5
656,치우천왕 해쉬브라운L미스터피자,321,0,15,0,614,6,0,5
657,치우천왕 에그타르트L미스터피자,314,0,15,0,563,8,0,6
658,치우천왕 골드L미스터피자,307,0,16,0,618,6,0,6
659,치우천왕 크림치즈L미스터피자,319,0,15,0,599,7,0,6
660,트레비앙 해쉬브라운R미스터피자,523,0,21,0,707,15,0,9
661,트레비앙 에그타르트R미스터피자,514,0,20,0,626,19,0,10
662,트레비앙 오리진R미스터피자,431,0,19,0,611,13,0,7
